        Date        , GPU Core Clock [MHz] , GPU Memory Clock [MHz] , GPU Temperature [°C] , GPU Power [W] , GPU Load [%] , Memory Usage (Dedicated) [MB] , Memory Usage (Dynamic) [MB] ,
2014-01-24 11:55:15 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:16 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       290   ,
2014-01-24 11:55:17 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:18 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       285   ,
2014-01-24 11:55:20 ,             1250.0   ,                800.0   ,               61.0   ,        13.8   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:21 ,             1250.0   ,                800.0   ,               61.0   ,        13.8   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:22 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:23 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       287   ,
2014-01-24 11:55:24 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       287   ,
2014-01-24 11:55:25 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       287   ,
2014-01-24 11:55:26 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:27 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       290   ,
2014-01-24 11:55:28 ,             1250.0   ,                800.0   ,               61.0   ,        13.8   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:29 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:30 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:31 ,             1250.0   ,                800.0   ,               63.0   ,        14.0   ,         79   ,                          16   ,                       287   ,
2014-01-24 11:55:32 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:33 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:34 ,             1250.0   ,                800.0   ,               63.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:35 ,             1250.0   ,                800.0   ,               61.0   ,        13.8   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:36 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:37 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:38 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         78   ,                          16   ,                       290   ,
2014-01-24 11:55:39 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:40 ,             1250.0   ,                800.0   ,               64.0   ,        13.8   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:41 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:42 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       287   ,
2014-01-24 11:55:43 ,             1250.0   ,                800.0   ,               61.0   ,        13.7   ,         77   ,                          16   ,                       287   ,
2014-01-24 11:55:44 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       287   ,
2014-01-24 11:55:45 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       290   ,
2014-01-24 11:55:46 ,             1250.0   ,                800.0   ,               61.0   ,        14.1   ,         79   ,                          16   ,                       287   ,
2014-01-24 11:55:47 ,             1250.0   ,                800.0   ,               61.0   ,        14.1   ,         79   ,                          16   ,                       290   ,
2014-01-24 11:55:48 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         78   ,                          16   ,                       285   ,
2014-01-24 11:55:49 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:50 ,             1250.0   ,                800.0   ,               61.0   ,        13.8   ,         78   ,                          16   ,                       290   ,
2014-01-24 11:55:51 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:52 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       287   ,
2014-01-24 11:55:53 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       287   ,
2014-01-24 11:55:54 ,             1250.0   ,                800.0   ,               62.0   ,        14.1   ,         79   ,                          16   ,                       287   ,
2014-01-24 11:55:55 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       287   ,
2014-01-24 11:55:56 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       290   ,
2014-01-24 11:55:57 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:55:58 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       290   ,
2014-01-24 11:55:59 ,             1250.0   ,                800.0   ,               63.0   ,        14.0   ,         78   ,                          16   ,                       290   ,
2014-01-24 11:56:00 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         78   ,                          16   ,                       285   ,
2014-01-24 11:56:01 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         78   ,                          16   ,                       290   ,
2014-01-24 11:56:02 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:56:03 ,             1250.0   ,                800.0   ,               61.0   ,        13.8   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:56:04 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         78   ,                          16   ,                       287   ,
2014-01-24 11:56:05 ,             1250.0   ,                800.0   ,               62.0   ,        13.7   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:06 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:07 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:08 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:09 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:56:10 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:11 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:12 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:13 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:56:14 ,             1250.0   ,                800.0   ,               61.0   ,        13.8   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:15 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:16 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:17 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:18 ,             1250.0   ,                800.0   ,               61.0   ,        14.1   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:56:19 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         78   ,                          16   ,                       281   ,
2014-01-24 11:56:20 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       281   ,
2014-01-24 11:56:21 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:22 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:23 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:24 ,             1250.0   ,                800.0   ,               63.0   ,        14.0   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:56:25 ,             1250.0   ,                800.0   ,               62.0   ,        14.1   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:26 ,             1250.0   ,                800.0   ,               64.0   ,        14.1   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:27 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:28 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:29 ,             1250.0   ,                800.0   ,               63.0   ,        13.8   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:30 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:31 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:33 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:34 ,             1250.0   ,                800.0   ,               62.0   ,        14.1   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:35 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:36 ,             1250.0   ,                800.0   ,               63.0   ,        14.0   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:56:37 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:38 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:39 ,             1250.0   ,                800.0   ,               63.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:40 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       281   ,
2014-01-24 11:56:41 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:42 ,             1250.0   ,                800.0   ,               62.0   ,        14.1   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:56:43 ,             1250.0   ,                800.0   ,               62.0   ,        14.1   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:56:44 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:56:45 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       281   ,
2014-01-24 11:56:46 ,             1250.0   ,                800.0   ,               61.0   ,        13.8   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:47 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:48 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:49 ,             1250.0   ,                800.0   ,               61.0   ,        14.1   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:56:50 ,             1250.0   ,                800.0   ,               62.0   ,        13.8   ,         77   ,                          16   ,                       279   ,
2014-01-24 11:56:51 ,             1250.0   ,                800.0   ,               62.0   ,        14.1   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:52 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:56:53 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:54 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:55 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:56 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:56:57 ,             1250.0   ,                800.0   ,               63.0   ,        14.1   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:58 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:56:59 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:57:00 ,             1250.0   ,                800.0   ,               62.0   ,        13.8   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:57:01 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:57:02 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       281   ,
2014-01-24 11:57:03 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:04 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:57:05 ,             1250.0   ,                800.0   ,               63.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:06 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:07 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:57:08 ,             1250.0   ,                800.0   ,               61.0   ,        14.0   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:57:09 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:57:10 ,             1250.0   ,                800.0   ,               62.0   ,        13.8   ,         78   ,                          16   ,                       281   ,
2014-01-24 11:57:11 ,             1250.0   ,                800.0   ,               63.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:12 ,             1250.0   ,                800.0   ,               63.0   ,        14.0   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:57:13 ,             1250.0   ,                800.0   ,               62.0   ,        14.1   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:14 ,             1250.0   ,                800.0   ,               63.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:15 ,             1250.0   ,                800.0   ,               62.0   ,        14.1   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:16 ,             1250.0   ,                800.0   ,               63.0   ,        13.9   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:17 ,             1250.0   ,                800.0   ,               61.0   ,        13.9   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:18 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:19 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:20 ,             1250.0   ,                800.0   ,               63.0   ,        14.0   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:57:21 ,             1250.0   ,                800.0   ,               63.0   ,        14.1   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:57:22 ,             1250.0   ,                800.0   ,               62.0   ,        14.1   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:23 ,             1250.0   ,                800.0   ,               63.0   ,        14.0   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:57:24 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       281   ,
2014-01-24 11:57:25 ,             1250.0   ,                800.0   ,               61.0   ,        13.8   ,         78   ,                          16   ,                       279   ,
2014-01-24 11:57:26 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:27 ,             1250.0   ,                800.0   ,               63.0   ,        14.0   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:57:28 ,             1250.0   ,                800.0   ,               62.0   ,        14.1   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:29 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:30 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:31 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:57:32 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       281   ,
2014-01-24 11:57:33 ,             1250.0   ,                800.0   ,               62.0   ,        13.9   ,         78   ,                          16   ,                       281   ,
2014-01-24 11:57:34 ,             1250.0   ,                800.0   ,               62.0   ,        14.0   ,         79   ,                          16   ,                       279   ,
2014-01-24 11:57:35 ,              350.0   ,                800.0   ,               56.0   ,        10.6   ,         58   ,                          16   ,                       274   ,
2014-01-24 11:57:36 ,              350.0   ,                800.0   ,               59.0   ,         0.0   ,          1   ,                          16   ,                       274   ,
2014-01-24 11:57:37 ,              350.0   ,                800.0   ,               55.0   ,         0.0   ,          1   ,                          16   ,                       274   ,
2014-01-24 11:57:38 ,              350.0   ,                800.0   ,               59.0   ,         0.0   ,          1   ,                          16   ,                       274   ,
2014-01-24 11:57:39 ,              350.0   ,                800.0   ,               55.0   ,         0.1   ,          3   ,                          16   ,                       274   ,
